,Recommended Mapping Category,Relevancy Label,refSource,category,label,targetType,adword,mappingModality,version,targetLabel,score,version
6541,,H,Places2,,jewelry_shop,inclusion,Events and Attractions|Malls & Shopping Centers,text+video,2,Events and Attractions|Malls & Shopping Centers,0.738381975,2
6542,,L,Places2,,jewelry_shop,inclusion,Events and Attractions|Personal Celebrations & Life Events|Wedding,text+video,2,Events and Attractions||Wedding,0.719097021,2
6543,,N,Places2,,jewelry_shop,inclusion,Fine Art,text+video,2,Fine Art,0.735864618,2
6544,,H,Places2,,jewelry_shop,inclusion,Shopping,text+video,2,Shopping,0.778531513,2
6545,,N,Places2,,jewelry_shop,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.810738045,2
6546,,N,Places2,,jewelry_shop,inclusion,Shopping|Grocery Shopping,text+video,2,Shopping|Grocery Shopping,0.76905669,2
6547,,L,Places2,,jewelry_shop,inclusion,Shopping|Holiday Shopping,text+video,2,Shopping|Holiday Shopping,0.748182797,2
6548,,N,Places2,,jewelry_shop,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.712962474,2
6549,,H,Places2,,jewelry_shop,inclusion,Style & Fashion,text+video,2,Style & Fashion,0.749689004,2
6550,,L,Places2,,jewelry_shop,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.809885673,2
6551,,N,Places2,,jewelry_shop,inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Handbags and Wallets,text+video,2,Style & Fashion|||Women's Handbags and Wallets,0.811074576,2
6552,,N,Places2,,jewelry_shop,inclusion,Style & Fashion|Women's Fashion|Women's Clothing,text+video,2,Style & Fashion||Women's Clothing,0.746774753,2
6553,,N,Places2,,jewelry_shop,inclusion,Style & Fashion|Women's Fashion|Women's Shoes and Footwear,text+video,2,Style & Fashion||Women's Shoes and Footwear,0.725670991,2
6554,,N,Places2,,jewelry_shop,inclusion,Style & Fashion|Men's Fashion|Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.748180211,2
6555,,H,Places2,kennel,outdoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.813575269,2
6556,,N,Places2,kennel,outdoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.720334398,2
6557,,H,Places2,kennel,outdoor,inclusion,Pets,text+video,2,Pets,0.75295455,2
6558,,H,Places2,kennel,outdoor,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.763798608,2
6559,,N,Places2,kennel,outdoor,inclusion,Travel|Travel Type|Camping,text+video,2,Travel||Camping,0.734076712,2
6560,,H,Places2,,kitchen,inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.80090184,2
6561,,H,Places2,,kitchen,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.713862283,2
6562,,N,Places2,,kitchen,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.810388508,2
6563,,H,Places2,,kitchen,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.829149257,2
6564,,N,Places2,,kitchen,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.745832192,2
6565,,N,Places2,,kitchen,inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.79431518,2
6566,,H,Places2,lake,natural,inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.770280185,2
6567,,N,Places2,lake,natural,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.737183024,2
6568,,N,Places2,lake,natural,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.760029501,2
6569,,N,Places2,lake,natural,inclusion,Style & Fashion|Beauty,text+video,2,Style & Fashion|Beauty,0.74326202,2
6570,,N,Places2,lake,natural,inclusion,Travel|Travel Locations|North America Travel,text+video,2,Travel||North America Travel,0.711019748,2
6571,,N,Places2,lake,natural,inclusion,Travel|Travel Type|Beach Travel,text+video,2,Travel||Beach Travel,0.723361376,2
6572,,H,Places2,,lawn,inclusion,Home & Garden,text+video,2,Home & Garden,0.758963119,2
6573,,N,Places2,,lecture_room,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7721391,2
6574,,N,Places2,,lecture_room,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.731227299,2
6575,,L,Places2,,lecture_room,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.738681183,2
6576,,N,Places2,,lecture_room,inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.712449273,2
6577,,N,Places2,library,indoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.80171298,2
6578,,N,Places2,library,indoor,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.727385259,2
6579,,N,Places2,library,indoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.711487837,2
6580,,L,Places2,library,indoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.724518563,2
6581,,N,Places2,library,outdoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.846372819,2
6582,,N,Places2,library,outdoor,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.749756085,2
6583,,N,Places2,library,outdoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.759622344,2
6584,,N,Places2,library,outdoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.746793197,2
6585,,N,Places2,library,outdoor,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.71694814,2
6586,,N,Places2,library,outdoor,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.725356825,2
6587,,L,Places2,,living_room,inclusion,Family and Relationships,text+video,2,Family and Relationships,0.729672552,2
6588,,N,Places2,,living_room,inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.762140733,2
6589,,N,Places2,,living_room,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.830491927,2
6590,,N,Places2,,living_room,inclusion,Healthy Living,text+video,2,Healthy Living,0.828612253,2
6591,,H,Places2,,living_room,inclusion,Home & Garden,text+video,2,Home & Garden,0.772264698,2
6592,,H,Places2,,living_room,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.765808616,2
6593,,N,Places2,,living_room,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.762749725,2
6594,,L,Places2,,living_room,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.792803258,2
6595,,N,Places2,,living_room,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.745316852,2
6596,,N,Places2,,living_room,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.74148814,2
6597,,N,Places2,,living_room,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.721427045,2
6598,,H,Places2,,living_room,inclusion,Real Estate|Apartments,text+video,2,Real Estate|Apartments,0.72987928,2
6599,,N,Places2,,living_room,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.718395469,2
6600,,N,Places2,,living_room,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.726466344,2
6601,,N,Places2,,living_room,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.720937806,2
6602,,N,Places2,,living_room,inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.789931616,2
6603,,N,Places2,,lobby,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.725678763,2
6604,,N,Places2,,locker_room,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.77842088,2
6605,,H,Places2,,locker_room,inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.77055117,2
6606,,H,Places2,,mansion,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.748248493,2
6607,,H,Places2,,manufactured_home,inclusion,Home & Garden,text+video,2,Home & Garden,0.767991111,2
6608,,N,Places2,,manufactured_home,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.833755829,2
6609,,N,Places2,,manufactured_home,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.770533018,2
6610,,L,Places2,,manufactured_home,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.784843856,2
6611,,H,Places2,,manufactured_home,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.729246188,2
6612,,N,Places2,,manufactured_home,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.759115775,2
6613,,N,Places2,,manufactured_home,inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.715900514,2
6614,,N,Places2,market,indoor,inclusion,Business and Finance|Industries|Entertainment Industry,text+video,2,Business and Finance||Entertainment Industry,0.757390199,2
6615,,H,Places2,market,indoor,inclusion,Business and Finance|Industries|Financial Industry,text+video,2,Business and Finance||Financial Industry,0.721305649,2
6616,,H,Places2,market,indoor,inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.762783685,2
6617,,N,Places2,market,indoor,inclusion,Business and Finance|Industries|Hospitality Industry,text+video,2,Business and Finance||Hospitality Industry,0.715789965,2
6618,,N,Places2,market,indoor,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.724982752,2
6619,,H,Places2,market,indoor,inclusion,Business and Finance|Industries|Apparel Industry,text+video,2,Business and Finance||Apparel Industry,0.729140883,2
6620,,H,Places2,market,indoor,inclusion,Business and Finance|Industries|Retail Industry,text+video,2,Business and Finance||Retail Industry,0.785423413,2
6621,,N,Places2,market,indoor,inclusion,Business and Finance|Industries|Technology Industry,text+video,2,Business and Finance||Technology Industry,0.731906709,2
6622,,N,Places2,market,indoor,inclusion,Business and Finance|Industries|Automotive Industry,text+video,2,Business and Finance||Automotive Industry,0.727908261,2
6623,,H,Places2,market,indoor,inclusion,Events and Attractions|Malls & Shopping Centers,text+video,2,Events and Attractions|Malls & Shopping Centers,0.720089904,2
6624,,N,Places2,market,indoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.80018334,2
6625,,N,Places2,market,indoor,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.723788897,2
6626,,N,Places2,market,indoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.710993027,2
6627,,N,Places2,market,indoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.736338271,2
6628,,N,Places2,market,indoor,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.717876885,2
6629,,N,Places2,market,indoor,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.716725646,2
6630,,N,Places2,market,indoor,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.738844618,2
6631,,H,Places2,market,indoor,inclusion,Real Estate|Retail Property,text+video,2,Real Estate|Retail Property,0.765280868,2
6632,,L,Places2,market,indoor,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.712329553,2
6633,,L,Places2,market,indoor,inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.737522756,2
6634,,H,Places2,market,outdoor,inclusion,Business and Finance,text+video,2,Business and Finance,0.728300775,2
6635,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Entertainment Industry,text+video,2,Business and Finance||Entertainment Industry,0.789769064,2
6636,,H,Places2,market,outdoor,inclusion,Business and Finance|Industries|Financial Industry,text+video,2,Business and Finance||Financial Industry,0.734811355,2
6637,,H,Places2,market,outdoor,inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.791266525,2
6638,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Healthcare Industry,text+video,2,Business and Finance||Healthcare Industry,0.711988271,2
6639,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Hospitality Industry,text+video,2,Business and Finance||Hospitality Industry,0.744714892,2
6640,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.737010322,2
6641,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Media Industry,text+video,2,Business and Finance||Media Industry,0.720013816,2
6642,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Apparel Industry,text+video,2,Business and Finance||Apparel Industry,0.761139038,2
6643,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Technology Industry,text+video,2,Business and Finance||Technology Industry,0.73377699,2
6644,,N,Places2,market,outdoor,inclusion,Business and Finance|Industries|Automotive Industry,text+video,2,Business and Finance||Automotive Industry,0.745256126,2
6645,,H,Places2,market,outdoor,inclusion,Events and Attractions,text+video,2,Events and Attractions,0.721793845,2
6646,,H,Places2,market,outdoor,inclusion,Events and Attractions|Malls & Shopping Centers,text+video,2,Events and Attractions|Malls & Shopping Centers,0.71943867,2
6647,,N,Places2,market,outdoor,inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.711086797,2
6648,,N,Places2,market,outdoor,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.747521206,2
6649,,N,Places2,market,outdoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.760617526,2
6650,,N,Places2,market,outdoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.758310459,2
6651,,N,Places2,market,outdoor,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.731265851,2
6652,,N,Places2,market,outdoor,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.731087505,2
6653,,N,Places2,market,outdoor,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.728905684,2
6654,,N,Places2,market,outdoor,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.736874265,2
6655,,N,Places2,market,outdoor,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.716224345,2
6656,,H,Places2,market,outdoor,inclusion,Real Estate|Retail Property,text+video,2,Real Estate|Retail Property,0.775468331,2
6657,,N,Places2,market,outdoor,inclusion,Shopping|Holiday Shopping,text+video,2,Shopping|Holiday Shopping,0.740324339,2
6658,,L,Places2,market,outdoor,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.716629657,2
6659,,N,Places2,market,outdoor,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.716940608,2
6660,,L,Places2,market,outdoor,inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.743731372,2
6661,,L,Places2,market,outdoor,inclusion,Travel|Travel Accessories,text+video,2,Travel|Travel Accessories,0.715012379,2
6662,,N,Places2,,martial_arts_gym,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.711790178,2
6663,,H,Places2,,martial_arts_gym,inclusion,Sports,text+video,2,Sports,0.748247873,2
6664,,H,Places2,mosque,outdoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.801288038,2
6665,,N,Places2,,motel,inclusion,Real Estate|Apartments,text+video,2,Real Estate|Apartments,0.745955641,2
6666,,H,Places2,,motel,inclusion,Real Estate|Hotel Properties,text+video,2,Real Estate|Hotel Properties,0.782228016,2
6667,,H,Places2,,mountain,inclusion,Travel|Travel Locations|North America Travel,text+video,2,Travel||North America Travel,0.714048186,2
6668,,N,Places2,,mountain_path,inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.735128827,2
6669,,H,Places2,,mountain_path,inclusion,Travel|Travel Locations|North America Travel,text+video,2,Travel||North America Travel,0.719894597,2
6670,,H,Places2,,mountain_path,inclusion,Travel|Travel Locations|South America Travel,text+video,2,Travel||South America Travel,0.718230807,2
6671,,H,Places2,movie theater,indoor,inclusion,Business and Finance|Industries|Entertainment Industry,text+video,2,Business and Finance||Entertainment Industry,0.724128586,2
6672,,N,Places2,movie theater,indoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.757742266,2
6673,,H,Places2,movie theater,indoor,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.852358369,2
6674,,H,Places2,movie theater,indoor,inclusion,Events and Attractions|Cinemas and Events,text+video,2,Events and Attractions|Cinemas and Events,0.871492174,2
6675,,L,Places2,movie theater,indoor,inclusion,Events and Attractions|Comedy Events,text+video,2,Events and Attractions|Comedy Events,0.758062824,2
6676,,N,Places2,movie theater,indoor,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.717193689,2
6677,,H,Places2,movie theater,indoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.724450875,2
6678,,N,Places2,movie theater,indoor,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.754185377,2
6679,,H,Places2,movie theater,indoor,inclusion,Movies,text+video,2,Movies,0.809237694,2
6680,,H,Places2,movie theater,indoor,inclusion,Music and Audio,text+video,2,Music and Audio,0.720657731,2
6681,,H,Places2,movie theater,indoor,inclusion,Television,text+video,2,Television,0.714744895,2
6682,,H,Places2,museum,indoor,inclusion,Events and Attractions,text+video,2,Events and Attractions,0.738846552,2
6683,,H,Places2,museum,indoor,inclusion,Fine Art,text+video,2,Fine Art,0.732044362,2
6684,,N,Places2,museum,indoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.730597873,2
6685,,H,Places2,museum,outdoor,inclusion,Events and Attractions,text+video,2,Events and Attractions,0.7555092,2
6686,,N,Places2,museum,outdoor,inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.741550344,2
6687,,N,Places2,museum,outdoor,inclusion,Events and Attractions|Cinemas and Events,text+video,2,Events and Attractions|Cinemas and Events,0.716489408,2
6688,,N,Places2,museum,outdoor,inclusion,Fine Art,text+video,2,Fine Art,0.756855147,2
6689,,N,Places2,museum,outdoor,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.748044487,2
6690,,N,Places2,museum,outdoor,inclusion,Home & Garden,text+video,2,Home & Garden,0.748175764,2
6691,,N,Places2,museum,outdoor,inclusion,Travel|Travel Type|Beach Travel,text+video,2,Travel||Beach Travel,0.724978531,2
6692,,N,Places2,museum,outdoor,inclusion,Travel|Travel Type|Camping,text+video,2,Travel||Camping,0.716517109,2
6693,,N,Places2,,music_studio,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.738588972,2
6694,,N,Places2,,music_studio,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.814946512,2
6695,,N,Places2,,music_studio,inclusion,Fine Art,text+video,2,Fine Art,0.736543367,2
6696,,H,Places2,,music_studio,inclusion,Pop Culture,text+video,2,Pop Culture,0.739672934,2
6697,,L,Places2,,natural_history_museum,inclusion,Books and Literature,text+video,2,Books and Literature,0.749500132,2
6698,,N,Places2,,natural_history_museum,inclusion,Business and Finance|Industries|Education industry,text+video,2,Business and Finance||Education industry,0.725130746,2
6699,,N,Places2,,natural_history_museum,inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.713378914,2
6700,,L,Places2,,natural_history_museum,inclusion,Education|Primary Education,text+video,2,Education|Primary Education,0.724161565,2
6701,,H,Places2,,natural_history_museum,inclusion,Events and Attractions,text+video,2,Events and Attractions,0.773161064,2
6702,,N,Places2,,natural_history_museum,inclusion,Events and Attractions|Fashion Events,text+video,2,Events and Attractions|Fashion Events,0.720829584,2
6703,,N,Places2,,natural_history_museum,inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.772640613,2
6704,,N,Places2,,natural_history_museum,inclusion,Events and Attractions|Religious Events,text+video,2,Events and Attractions|Religious Events,0.745021591,2
6705,,N,Places2,,natural_history_museum,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.742975002,2
6706,,N,Places2,,natural_history_museum,inclusion,Events and Attractions|Cinemas and Events,text+video,2,Events and Attractions|Cinemas and Events,0.723209449,2
6707,,N,Places2,,natural_history_museum,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.748059738,2
6708,,N,Places2,,natural_history_museum,inclusion,Pop Culture,text+video,2,Pop Culture,0.728164888,2
6709,,N,Places2,,natural_history_museum,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.723938443,2
6710,,H,Places2,,natural_history_museum,inclusion,Science,text+video,2,Science,0.749367459,2
6711,,N,Places2,,natural_history_museum,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.746915091,2
6712,,N,Places2,,natural_history_museum,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.714241196,2
6713,,N,Places2,,natural_history_museum,inclusion,Style & Fashion|Beauty,text+video,2,Style & Fashion|Beauty,0.720571677,2
6714,,N,Places2,,natural_history_museum,inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Jewelry and Watches,text+video,2,Style & Fashion|||Women's Jewelry and Watches,0.741185212,2
6715,,H,Places2,,natural_history_museum,inclusion,Travel|Travel Locations|North America Travel,text+video,2,Travel||North America Travel,0.720023382,2
6716,,N,Places2,,natural_history_museum,inclusion,Travel|Travel Locations|South America Travel,text+video,2,Travel||South America Travel,0.724497298,2
6717,,H,Places2,,nursery,inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.711805326,2
6718,,N,Places2,,nursing_home,inclusion,Business and Finance|Industries|Education industry,text+video,2,Business and Finance||Education industry,0.717894908,2
6719,,N,Places2,,nursing_home,inclusion,Education,text+video,2,Education,0.751743102,2
6720,,N,Places2,,nursing_home,inclusion,Education|College Education,text+video,2,Education|College Education,0.779289401,2
6721,,N,Places2,,nursing_home,inclusion,Education|Primary Education,text+video,2,Education|Primary Education,0.748890173,2
6722,,N,Places2,,nursing_home,inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.71927197,2
6723,,L,Places2,,nursing_home,inclusion,Healthy Living,text+video,2,Healthy Living,0.734504436,2
6724,,L,Places2,,nursing_home,inclusion,Home & Garden,text+video,2,Home & Garden,0.770703233,2
6725,,N,Places2,,nursing_home,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.809204963,2
6726,,N,Places2,,nursing_home,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.795780212,2
6727,,N,Places2,,nursing_home,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.782851684,2
6728,,N,Places2,,nursing_home,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.846693893,2
6729,,L,Places2,,nursing_home,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.806042138,2
6730,,N,Places2,,nursing_home,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.726437517,2
6731,,N,Places2,,nursing_home,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.727135662,2
6732,,N,Places2,,nursing_home,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.725071568,2
6733,,N,Places2,,nursing_home,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.724092968,2
6734,,N,Places2,,nursing_home,inclusion,Style & Fashion|Personal Care|Oral care,text+video,2,Style & Fashion||Oral care,0.746118242,2
6735,,H,Places2,,oast_house,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.746387189,2
6736,,N,Places2,,office,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.742116429,2
6737,,H,Places2,,office,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.876043033,2
6738,,N,Places2,,office_building,inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.727506119,2
6739,,H,Places2,,office_building,inclusion,Business and Finance,text+video,2,Business and Finance,0.76487148,2
6740,,N,Places2,,office_building,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.726952374,2
6741,,N,Places2,,office_building,inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.723767257,2
6742,,N,Places2,,office_building,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.712629813,2
6743,,N,Places2,,office_building,inclusion,Home & Garden,text+video,2,Home & Garden,0.730903241,2
6744,,L,Places2,,office_building,inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.75059084,2
6745,,N,Places2,,office_building,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.750427932,2
6746,,N,Places2,,office_building,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.725326641,2
6747,,N,Places2,,office_building,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.769321759,2
6748,,N,Places2,,office_building,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.781100673,2
6749,,N,Places2,,office_building,inclusion,Real Estate|Retail Property,text+video,2,Real Estate|Retail Property,0.757253813,2
6750,,N,Places2,,office_building,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.75647998,2
6751,,N,Places2,,operating_room,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.719139619,2
6752,,N,Places2,,operating_room,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.778598989,2
6753,,N,Places2,,operating_room,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.712982681,2
6754,,N,Places2,,operating_room,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.727661454,2
6755,,N,Places2,,operating_room,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.717738107,2
6756,,N,Places2,,operating_room,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.752253454,2
6757,,N,Places2,,operating_room,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.745873708,2
6758,,N,Places2,,operating_room,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.719177252,2
6759,,N,Places2,,operating_room,inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.728552806,2
6760,,H,Places2,,orchard,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.716557805,2
6761,,H,Places2,,orchestra_pit,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.723886694,2
