,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
4558,,H,openimage,,,Bottle,inclusion,Food & Drink|Non-Alcoholic Beverages,text+video,2,Food & Drink|Non-Alcoholic Beverages,0.7677684509999999,2
4559,,H,openimage,,,Bottle,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.7221013620000001,2
4560,,H,openimage,,,Bottle,inclusion,Style & Fashion|Beauty|Perfume and Fragrance,text+video,2,Style & Fashion||Perfume and Fragrance,0.715066594,2
4561,,H,coco,,,Bottle,inclusion,Style & Fashion|Personal Care|Deodorant and Antiperspirant,text+video,2,Style & Fashion||Deodorant and Antiperspirant,0.6661070139999999,2
4562,,N,openimage,,287,Bottle opener,inclusion,Style & Fashion||Perfume and Fragrance,text+video,1,Style & Fashion||Perfume and Fragrance,0.556472494,1
4563,,L,imagenet,,other,bottlecap,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,0.398471267,1
4564,Pets || Dog,L,imagenet,,dog,Bouvier des Flandres,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.408909275,1
4565,,H,imagenet,,weapon,bow,inclusion,Business and Finance||Retail Industry,text+video,1,Business and Finance||Retail Industry,0.46985734700000004,1
4566,,N,imagenet,,weapon,bow,inclusion,Travel||Cruises,text+video,1,Travel||Cruises,0.381783227,1
4567,,N,imagenet,,weapon,bow,inclusion,Sports,text+video,1,Sports,0.398057612,1
4568,,L,imagenet,,accessory,bow tie,inclusion,Business and Finance||Hospitality Industry,text+video,1,Business and Finance||Hospitality Industry,0.47497350200000005,1
4569,,H,imagenet,,accessory,bow tie,inclusion,Events and Attractions||Prom,text+video,1,Events and Attractions||Prom,0.691014508,1
4570,,H,imagenet,,accessory,bow tie,inclusion,Events and Attractions|Awards Shows,text+video,1,Events and Attractions|Awards Shows,0.406804634,1
4571,,H,imagenet,,accessory,bow tie,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.39419987,1
4572,,N,imagenet,,accessory,bow tie,inclusion,Science,text+video,1,Science,0.5394834039999999,1
4573,,H,imagenet,,accessory,bow tie,inclusion,Style & Fashion|||Men's Casual Wear,text+video,1,Style & Fashion|||Men's Casual Wear,0.399517351,1
4574,,H,imagenet,,accessory,bow tie,inclusion,Style & Fashion|||Men's Formal Wear,text+video,1,Style & Fashion|||Men's Formal Wear,0.7813204779999999,1
4575,,H,Places2,,bow_window,bow_window/indoor,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.6765586140000001,1
4576,,H,Places2,,bow_window,bow_window/indoor,inclusion,Home & Garden|Remodeling & Construction,text+video,1,Home & Garden|Remodeling & Construction,0.66357648,1
4577,,H,audio,,,Bowed string instrument,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.796393145,2
4578,,H,coco,,COCO,Bowl,inclusion,Business and Finance||Food Industry,text+video,1,Business and Finance||Food Industry,0.884967638,1
4579,,H,coco,,COCO,Bowl,inclusion,Food & Drink,text+video,2,Food & Drink,0.718715137,"1,2"
4580,,H,coco,,COCO,Bowl,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.5175299529999999,1
4581,,H,coco,,COCO,Bowl,inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7702295029999999,"1,2"
4582,,H,coco,,COCO,Bowl,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.723456384,"1,2"
4583,,H,coco,,COCO,Bowl,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.793872661,1
4584,,H,coco,,COCO,Bowl,inclusion,Food & Drink|Non-Alcoholic Beverages,text+video,1,Food & Drink|Non-Alcoholic Beverages,0.41322660899999997,1
4585,,H,coco,,COCO,Bowl,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,1.0,1
4586,,N,coco,,COCO,Bowl,inclusion,Hobbies & Interests||Board Games and Puzzles,text+video,1,Hobbies & Interests||Board Games and Puzzles,0.569834163,1
4587,,H,coco,,COCO,Bowl,inclusion,Home & Garden,text+video,1,Home & Garden,0.5291569770000001,1
4588,,H,coco,,COCO,Bowl,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.42417073299999997,1
4589,,H,coco,,COCO,Bowl,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.7543919640000001,1
4590,,H,coco,,COCO,Bowl,inclusion,Home & Garden|Remodeling & Construction,text+video,1,Home & Garden|Remodeling & Construction,0.5201305479999999,1
4591,,H,coco,,COCO,Bowl,inclusion,Home & Garden|Smart Home,text+video,1,Home & Garden|Smart Home,0.477527945,1
4592,,H,coco,,COCO,Bowl,inclusion,Pets,text+video,1,Pets,0.379495342,1
4593,,N,coco,,COCO,Bowl,inclusion,Real Estate|Apartments,text+video,1,Real Estate|Apartments,0.475777585,1
4594,,N,coco,,COCO,Bowl,inclusion,Science|Space and Astronomy,text+video,1,Science|Space and Astronomy,0.509657266,1
4595,,N,coco,,COCO,Bowl,inclusion,Shopping|Children's Games and Toys,text+video,1,Shopping|Children's Games and Toys,0.450985009,1
4596,,N,openimage,,OID,Bowl,inclusion,Style & Fashion||Bath and Shower,text+video,1,Style & Fashion||Bath and Shower,0.386310803,1
4597,,N,coco,,COCO,Bowl,inclusion,Technology & Computing|Consumer Electronics,text+video,1,Technology & Computing|Consumer Electronics,0.45017885,1
4598,,N,coco,,COCO,Bowl,inclusion,Family and Relationships,text+video,1,Family and Relationships,0.39923815700000004,1
4599,,N,coco,,COCO,Bowl,inclusion,Family and Relationships|Parenting,text+video,1,Family and Relationships|Parenting,0.39075449100000004,1
4600,,N,coco,,COCO,Bowl,inclusion,Healthy Living,text+video,1,Healthy Living,1.0,1
4601,,N,openimage,,398,Bowling equipment,inclusion,Automotive|Auto Repair,text+video,1,Automotive|Auto Repair,0.541442228,1
4602,,N,openimage,,,Bowling equipment,inclusion,Business and Finance|Industries|Apparel Industry,text+video,2,Business and Finance||Apparel Industry,0.714953042,2
4603,,H,openimage,,,Bowling equipment,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.745045928,2
4604,,N,openimage,,,Bowling equipment,inclusion,Healthy Living|Fitness and Exercise,text+video,2,Healthy Living|Fitness and Exercise,0.7300603459999999,2
4605,,N,openimage,,,Bowling equipment,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.730041119,2
4606,,L,openimage,,,Bowling equipment,inclusion,Sports,text+video,2,Sports,0.7320986540000001,2
4607,,H,openimage,,OID,Box,inclusion,Business and Finance||Financial Industry,text+video,1,Business and Finance||Financial Industry,0.465901348,1
4608,,H,openimage,,OID,Box,inclusion,Business and Finance||Retail Industry,text+video,1,Business and Finance||Retail Industry,0.443466476,1
4609,,N,openimage,,OID,Box,inclusion,Education|College Education,text+video,1,Education|College Education,0.41396728,1
4610,,L,openimage,,OID,Box,inclusion,Hobbies & Interests||Board Games and Puzzles,text+video,1,Hobbies & Interests||Board Games and Puzzles,0.47326572299999997,1
4611,,L,openimage,,OID,Box,inclusion,Hobbies & Interests||Card Games,text+video,1,Hobbies & Interests||Card Games,0.622073432,1
4612,,L,openimage,,OID,Box,inclusion,Music and Audio,text+video,1,Music and Audio,0.414234272,1
4613,,L,openimage,,OID,Box,inclusion,Shopping|Holiday Shopping,text+video,1,Shopping|Holiday Shopping,0.419072809,1
4614,,H,openimage,,OID,Box,inclusion,Technology & Computing||Laptops,text+video,1,Technology & Computing||Laptops,0.38152311,1
4615,,H,openimage,,OID,Box,inclusion,Technology & Computing||Tablets and E-readers,text+video,1,Technology & Computing||Tablets and E-readers,0.395542179,1
4616,,H,openimage,,136,Box,inclusion,Television,text+video,1,Television,0.520005741,1
4617,"Sports, Sports || Boxing",L,Places2,,,boxing_ring,inclusion,Style & Fashion|||Women's Jewelry and Watches,text+video,1,Style & Fashion|||Women's Jewelry and Watches,0.5560387170000001,1
4618,,H,openimage,,OID,Boy,inclusion,Education,text+video,1,Education,0.45734044,1
4619,,H,openimage,,51,Boy,inclusion,Education|Primary Education,text+video,1,Education|Primary Education,0.647111628,1
4620,,H,openimage,,OID,Boy,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.412177865,1
4621,,H,openimage,,OID,Boy,inclusion,Food & Drink|Cooking,text+video,1,Food & Drink|Cooking,0.42891023100000003,1
4622,,H,openimage,,OID,Boy,inclusion,Hobbies & Interests|Games and Puzzles,text+video,1,Hobbies & Interests|Games and Puzzles,0.47437992100000004,1
4623,,H,openimage,,OID,Boy,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.397796699,1
4624,,H,openimage,,OID,Boy,inclusion,Home & Garden|Home Improvement,text+video,1,Home & Garden|Home Improvement,0.391169858,1
4625,,H,openimage,,OID,Boy,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.763731064,"1,2"
4626,,H,openimage,,OID,Boy,inclusion,Style & Fashion||Oral care,text+video,1,Style & Fashion||Oral care,0.43076533899999997,1
4627,,N,openimage,,51,Boy,inclusion,Style & Fashion||Women's Clothing,text+video,1,Style & Fashion||Women's Clothing,0.553734025,1
4628,,H,openimage,,OID,Boy,inclusion,Travel||Beach Travel,text+video,1,Travel||Beach Travel,0.434063789,1
4629,,H,openimage,,OID,Boy,inclusion,Family and Relationships,text+video,1,Family and Relationships,0.408223934,1
4630,,H,openimage,,51,Boy,inclusion,Family and Relationships|Parenting,text+video,1,Family and Relationships|Parenting,0.725004918,1
4631,,N,openimage,,OID,Boy,inclusion,Family and Relationships||Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.755929891,"1,2"
4632,,N,openimage,,,Boy,inclusion,Style & Fashion|Men's Fashion|Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.728847557,2
4633,,H,openimage,,,Boy,inclusion,Events and Attractions|Personal Celebrations & Life Events|Birthday,text+video,2,Events and Attractions||Birthday,0.6999244440000001,2
4634,,H,action,,,braiding hair,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.828902395,2
4635,,N,action,,,braiding hair,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.711751475,2
4636,,N,action,,,braiding hair,inclusion,Style & Fashion|Personal Care|Shaving,text+video,2,Style & Fashion||Shaving,0.722124491,2
4637,,H,imagenet,,bird,brambling,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.947891563,1
4638,,L,imagenet,,decor,brass,inclusion,Events and Attractions|Casinos & Gambling,text+video,1,Events and Attractions|Casinos & Gambling,0.402338308,1
4639,,L,imagenet,,decor,brass,inclusion,Events and Attractions|Museums & Galleries,text+video,1,Events and Attractions|Museums & Galleries,0.446895836,1
4640,,H,imagenet,,decor,brass,inclusion,Fine Art,text+video,1,Fine Art,0.557819295,1
4641,,N,imagenet,,decor,brass,inclusion,Religion & Spirituality,text+video,1,Religion & Spirituality,0.553193421,1
4642,,N,imagenet,,decor,brass,inclusion,Family and Relationships|Single Life,text+video,1,Family and Relationships|Single Life,0.41003593,1
4643,,H,audio,,,Brass instrument,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.809038734,2
4644,,N,imagenet,,clothing,brassiere,inclusion,Automotive,text+video,1,Automotive,0.385695675,1
4645,,L,imagenet,,clothing,brassiere,inclusion,Business and Finance||Education industry,text+video,1,Business and Finance||Education industry,0.469601594,1
4646,,H,imagenet,,clothing,brassiere,inclusion,Events and Attractions|Fashion Events,text+video,1,Events and Attractions|Fashion Events,0.394695423,1
4647,,N,imagenet,,clothing,brassiere,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.417036368,1
4648,,H,imagenet,,clothing,brassiere,inclusion,Style & Fashion|Beauty,text+video,1,Style & Fashion|Beauty,0.38079349100000004,1
4649,,L,imagenet,,clothing,brassiere,inclusion,Style & Fashion||Hair Care,text+video,1,Style & Fashion||Hair Care,0.39483007,1
4650,,H,openimage,,,Bread,inclusion,Food & Drink,text+video,2,Food & Drink,0.730010583,2
4651,,H,openimage,,,Bread,inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7611989859999999,2
4652,,H,openimage,,,Bread,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.823832516,2
4653,,N,imagenet,,clothing,breastplate,inclusion,Automotive|Auto Repair,text+video,1,Automotive|Auto Repair,0.399732975,1
4654,,N,imagenet,,clothing,breastplate,inclusion,Events and Attractions|Awards Shows,text+video,1,Events and Attractions|Awards Shows,0.386290576,1
4655,,N,imagenet,,clothing,breastplate,inclusion,Events and Attractions|Fashion Events,text+video,1,Events and Attractions|Fashion Events,0.39778235100000003,1
4656,,L,imagenet,,clothing,breastplate,inclusion,Home & Garden|Home Improvement,text+video,1,Home & Garden|Home Improvement,0.379904498,1
4657,,L,imagenet,,clothing,breastplate,inclusion,Style & Fashion||Women's Clothing,text+video,1,Style & Fashion||Women's Clothing,0.395663845,1
4658,,H,Places2,,,bridge,inclusion,Travel||North America Travel,text+video,1,Travel||North America Travel,0.525128384,1
4659,,H,openimage,,324,Briefcase,inclusion,Style & Fashion|||Women's Handbags and Wallets,text+video,1,Style & Fashion|||Women's Handbags and Wallets,0.614788349,1
4660,,H,openimage,,324,Briefcase,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.584402685,1
4661,Food & Drink,H,coco,,COCO,Broccoli,inclusion,Business and Finance||Food Industry,text+video,1,Business and Finance||Food Industry,0.5282524270000001,1
4662,,N,coco,,COCO,Broccoli,inclusion,Events and Attractions|Parks & Nature,text+video,1,Events and Attractions|Parks & Nature,0.4815138,1
4663,,N,imagenet,,vegetable,broccoli,inclusion,Events and Attractions|Parks & Nature,text+video,1,Events and Attractions|Parks & Nature,0.49963479200000005,1
4664,Food & Drink,H,coco,,COCO,Broccoli,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,0.421635645,1
4665,Food & Drink,H,coco,,COCO,Broccoli,inclusion,Healthy Living|Wellness,text+video,1,Healthy Living|Wellness,0.521176587,1
4666,Food & Drink,H,coco,,COCO,Broccoli,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.441352158,1
4667,,N,coco,,COCO,Broccoli,inclusion,Pets|Reptiles,text+video,1,Pets|Reptiles,0.401357895,1
4668,,N,coco,,COCO,Broccoli,inclusion,Real Estate|Houses,text+video,1,Real Estate|Houses,0.381775773,1
4669,,N,coco,,COCO,Broccoli,inclusion,Travel||South America Travel,text+video,1,Travel||South America Travel,0.47418088700000005,1
4670,,H,coco,,COCO,Broccoli,inclusion,Healthy Living,text+video,1,Healthy Living,1.0,1
4671,"Home & Garden, Events and Attractions",H,openimage,,123,Bronze sculpture,inclusion,Fine Art,text+video,2,Fine Art,0.7533513890000001,"1,2"
4672,,N,imagenet,,tool,broom,inclusion,Education,text+video,1,Education,0.40872576899999996,1
4673,,N,imagenet,,tool,broom,inclusion,Events and Attractions||Birthday,text+video,1,Events and Attractions||Birthday,0.39502547200000004,1
4674,,N,openimage,,62,Brown bear,inclusion,Automotive||Green Vehicles,text+video,1,Automotive||Green Vehicles,0.596601266,1
4675,,L,openimage,,,Brown bear,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.754843666,2
4676,,H,action,,,brush painting,inclusion,Fine Art,text+video,2,Fine Art,0.778647291,2
4677,,N,action,,,brush painting,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.711368625,2
4678,,L,action,,,brush painting,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.723431767,2
4679,,H,action,,,brushing hair,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.855405746,2
4680,,N,action,,,brushing hair,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.7265267440000001,2
4681,,N,action,,,brushing hair,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.770601414,2
4682,,N,action,,,brushing hair,inclusion,Style & Fashion|Personal Care|Shaving,text+video,2,Style & Fashion||Shaving,0.784334289,2
4683,,N,action,,,brushing teeth,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.74207441,2
4684,,N,action,,,brushing teeth,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.73265497,2
4685,,N,action,,,brushing teeth,inclusion,Style & Fashion|Personal Care|Shaving,text+video,2,Style & Fashion||Shaving,0.7110775559999999,2
4686,,N,imagenet,,other,bubble,inclusion,Business and Finance||Technology Industry,text+video,1,Business and Finance||Technology Industry,0.647558745,1
4687,,N,imagenet,,other,bubble,inclusion,Education,text+video,1,Education,0.41494955299999997,1
4688,,N,imagenet,,other,bubble,inclusion,Home & Garden|Smart Home,text+video,1,Home & Garden|Smart Home,0.494641409,1
4689,Hobbies & Interests,H,imagenet,,other,bubble,inclusion,Science,text+video,1,Science,0.475006022,1
4690,Hobbies & Interests,H,imagenet,,other,bubble,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.746009955,"1,2"
4691,,H,imagenet,,tool,bucket,inclusion,Food & Drink,text+video,1,Food & Drink,0.41414352600000004,1
4692,,H,imagenet,,tool,bucket,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.40701126200000004,1
4693,,H,imagenet,,tool,bucket,inclusion,Shopping|Household Supplies,text+video,1,Shopping|Household Supplies,0.402347594,1
4694,,N,imagenet,,tool,bucket,inclusion,Healthy Living,text+video,1,Healthy Living,0.46837678299999996,1
4695,,L,imagenet,,accessory,buckle,inclusion,Automotive||Green Vehicles,text+video,1,Automotive||Green Vehicles,0.382746828,1
4696,,H,imagenet,,accessory,buckle,inclusion,Style & Fashion|||Women's Handbags and Wallets,text+video,1,Style & Fashion|||Women's Handbags and Wallets,0.595473062,1
4697,,H,imagenet,,accessory,buckle,inclusion,Style & Fashion|||Women's Jewelry and Watches,text+video,1,Style & Fashion|||Women's Jewelry and Watches,0.5427356560000001,1
4698,,N,imagenet,,accessory,buckle,inclusion,Technology & Computing||Laptops,text+video,1,Technology & Computing||Laptops,0.37887002200000003,1
4699,,H,imagenet,,accessory,buckle,inclusion,Style & Fashion||Men's Clothing,text+video,1,Style & Fashion||Men's Clothing,0.406632311,1
4700,,N,openimage,,OID,Building,inclusion,Automotive|||Individual Brands,text+video,1,Automotive|||Individual Brands,0.39552687700000005,1
4701,,N,openimage,,OID,Building,inclusion,Automotive|Auto Parts,text+video,1,Automotive|Auto Parts,0.676123391,1
4702,,N,openimage,,OID,Building,inclusion,Automotive|Auto Shows,text+video,1,Automotive|Auto Shows,0.379900278,1
4703,,H,openimage,,OID,Building,inclusion,Books and Literature,text+video,1,Books and Literature,0.453535708,1
4704,,H,openimage,,OID,Building,inclusion,Business and Finance||Apparel Industry,text+video,1,Business and Finance||Apparel Industry,0.451834566,1
4705,,H,openimage,,OID,Building,inclusion,Business and Finance||Automotive Industry,text+video,1,Business and Finance||Automotive Industry,0.441959311,1
4706,,H,openimage,,OID,Building,inclusion,Business and Finance||Entertainment Industry,text+video,1,Business and Finance||Entertainment Industry,0.430970464,1
4707,,H,openimage,,OID,Building,inclusion,Business and Finance||Food Industry,text+video,1,Business and Finance||Food Industry,0.561909385,1
4708,,H,openimage,,OID,Building,inclusion,Business and Finance||Hospitality Industry,text+video,1,Business and Finance||Hospitality Industry,0.423336051,1
4709,,H,openimage,,OID,Building,inclusion,Business and Finance||Media Industry,text+video,1,Business and Finance||Media Industry,0.416877912,1
4710,,H,openimage,,OID,Building,inclusion,Business and Finance||Retail Industry,text+video,1,Business and Finance||Retail Industry,0.620499287,1
4711,,H,openimage,,OID,Building,inclusion,Business and Finance||Technology Industry,text+video,1,Business and Finance||Technology Industry,1.0,1
4712,,H,openimage,,OID,Building,inclusion,Events and Attractions,text+video,1,Events and Attractions,0.601819081,1
4713,,H,openimage,,OID,Building,inclusion,Events and Attractions|Awards Shows,text+video,1,Events and Attractions|Awards Shows,0.396547605,1
4714,,H,openimage,,OID,Building,inclusion,Events and Attractions|Bars & Restaurants,text+video,1,Events and Attractions|Bars & Restaurants,0.48257399799999995,1
4715,,H,openimage,,OID,Building,inclusion,Events and Attractions|Casinos & Gambling,text+video,1,Events and Attractions|Casinos & Gambling,0.5552922889999999,1
4716,,H,openimage,,OID,Building,inclusion,Events and Attractions|Cinemas and Events,text+video,2,Events and Attractions|Cinemas and Events,0.722640955,"1,2"
4717,,N,openimage,,OID,Building,inclusion,Events and Attractions|Comedy Events,text+video,1,Events and Attractions|Comedy Events,0.391362098,1
4718,,H,openimage,,OID,Building,inclusion,Events and Attractions|Concerts & Music Events,text+video,1,Events and Attractions|Concerts & Music Events,0.460373527,1
4719,,H,openimage,,OID,Building,inclusion,Events and Attractions|Fashion Events,text+video,1,Events and Attractions|Fashion Events,0.42751975600000003,1
4720,,H,openimage,,OID,Building,inclusion,Events and Attractions|Malls & Shopping Centers,text+video,2,Events and Attractions|Malls & Shopping Centers,0.795561257,"1,2"
4721,,H,openimage,,OID,Building,inclusion,Events and Attractions|Museums & Galleries,text+video,2,Events and Attractions|Museums & Galleries,0.6987653509999999,"1,2"
4722,,H,openimage,,OID,Building,inclusion,Events and Attractions|Outdoor Activities,text+video,1,Events and Attractions|Outdoor Activities,0.442273439,1
4723,,H,openimage,,OID,Building,inclusion,Events and Attractions|Religious Events,text+video,1,Events and Attractions|Religious Events,0.5633339279999999,1
4724,,H,openimage,,OID,Building,inclusion,Fine Art,text+video,1,Fine Art,0.4885094,1
4725,,L,openimage,,OID,Building,inclusion,Hobbies & Interests|Games and Puzzles,text+video,1,Hobbies & Interests|Games and Puzzles,0.435255906,1
4726,,H,openimage,,OID,Building,inclusion,Home & Garden|Home Appliances,text+video,1,Home & Garden|Home Appliances,0.423027847,1
4727,,H,openimage,,462,Building,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.753896453,"1,2"
4728,,L,openimage,,OID,Building,inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.789609955,"1,2"
4729,,H,openimage,,OID,Building,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.727725058,"1,2"
4730,,H,openimage,,462,Building,inclusion,Real Estate,text+video,1,Real Estate,0.645654755,1
4731,,H,openimage,,OID,Building,inclusion,Real Estate|Apartments,text+video,1,Real Estate|Apartments,0.602536924,1
4732,,H,openimage,,OID,Building,inclusion,Real Estate|Hotel Properties,text+video,2,Real Estate|Hotel Properties,0.75054821,"1,2"
4733,,H,openimage,,OID,Building,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.82680563,"1,2"
4734,,H,openimage,,OID,Building,inclusion,Real Estate|Retail Property,text+video,2,Real Estate|Retail Property,0.822694444,"1,2"
4735,,N,openimage,,OID,Building,inclusion,Shopping,text+video,1,Shopping,0.589292233,1
4736,,H,openimage,,462,Building,inclusion,Shopping|Children's Games and Toys,text+video,1,Shopping|Children's Games and Toys,0.637252894,1
4737,,H,openimage,,OID,Building,inclusion,Shopping|Flower Shopping,text+video,1,Shopping|Flower Shopping,0.38408042299999995,1
4738,,H,openimage,,OID,Building,inclusion,Shopping|Grocery Shopping,text+video,1,Shopping|Grocery Shopping,0.380309216,1
4739,,H,openimage,,OID,Building,inclusion,Style & Fashion||Bath and Shower,text+video,1,Style & Fashion||Bath and Shower,0.38437767100000003,1
4740,,H,openimage,,OID,Building,inclusion,Technology & Computing,text+video,1,Technology & Computing,0.571733216,1
4741,,H,openimage,,OID,Building,inclusion,Travel||Asia Travel,text+video,1,Travel||Asia Travel,1.0,1
4742,,H,openimage,,OID,Building,inclusion,Travel||Cruises,text+video,1,Travel||Cruises,0.38330925200000004,1
4743,,H,openimage,,OID,Building,inclusion,Travel||Europe Travel,text+video,1,Travel||Europe Travel,0.748973619,1
4744,,H,openimage,,OID,Building,inclusion,Travel||Hotels and Motels,text+video,1,Travel||Hotels and Motels,1.0,1
4745,,H,openimage,,OID,Building,inclusion,Travel||North America Travel,text+video,1,Travel||North America Travel,0.519362477,1
4746,,H,openimage,,OID,Building,inclusion,Travel|Travel Locations,text+video,1,Travel|Travel Locations,1.0,1
4747,,N,openimage,,OID,Building,inclusion,Medical Health,text+video,1,Medical Health,0.461987325,1
4748,,N,openimage,,OID,Building,inclusion,Sports,text+video,1,Sports,0.5157926939999999,1
4749,,H,openimage,,,Building,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.8214051090000001,2
4750,,L,openimage,,,Building,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.725951592,2
4751,,H,openimage,,,Building,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.768865513,2
4752,,N,action,,,building cabinet,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.725988469,2
4753,,H,action,,,building cabinet,inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.761559208,2
4754,,N,action,,,building cabinet,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.7476892390000001,2
4755,,H,action,,,building cabinet,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.733123144,2
4756,,N,action,,,building cabinet,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.738537652,2
4757,,L,action,,,building cabinet,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.735176707,2
4758,,N,action,,,building cabinet,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.748298633,2
4759,,N,action,,,building shed,inclusion,Healthy Living,text+video,2,Healthy Living,0.710944038,2
4760,,H,action,,,building shed,inclusion,Home & Garden,text+video,2,Home & Garden,0.7253358670000001,2
4761,,H,action,,,building shed,inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.740313801,2
4762,,H,action,,,building shed,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.7490304529999999,2
4763,,N,action,,,building shed,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.715874358,2
4764,,L,action,,,building shed,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.7618608159999999,2
4765,,H,action,,,building shed,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.716728686,2
4766,,N,action,,,building shed,inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.73030057,2
4767,,H,Places2,,,building_facade,inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.7392941040000001,2
4768,,H,Places2,,,building_facade,inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.738638094,2
4769,,H,openimage,,OID,Bull,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.402424396,1
4770,,N,openimage,,,Bull,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.7212003920000001,2
4771,,H,imagenet,,train,bullet train,inclusion,Business and Finance||Automotive Industry,text+video,1,Business and Finance||Automotive Industry,0.426931159,1
4772,,H,imagenet,,train,bullet train,inclusion,Travel,text+video,1,Travel,0.7561256470000001,1
